Fecha,USD
2024-04-30,876.75
2024-05-01,876.75
2024-05-02,878.25
2024-05-03,878.75
2024-05-04,878.75
2024-05-05,878.75
2024-05-06,880.25
2024-05-07,880.75
2024-05-08,881.75
2024-05-09,882.25
2024-05-10,882.75
2024-05-11,882.75
2024-05-12,882.75
2024-05-13,884.25
2024-05-14,885.25
2024-05-15,885.75
2024-05-16,886.25
2024-05-17,886.75
2024-05-18,886.75
2024-05-19,886.75
2024-05-20,888.75
2024-05-21,889.25
2024-05-22,889.75
2024-05-23,890.25
2024-05-24,890.75
2024-05-25,890.75
2024-05-26,890.75
2024-05-27,892.75
2024-05-28,893.25
2024-05-29,893.75
2024-05-30,894.25
2024-05-31,895.25
